gloss,split,video_id
994,Patience,train,040_001_001
995,Son,train,011_009_002
996,Shut down,train,052_009_005
997,Run,train,061_003_005
998,Ship,train,037_002_004
999,Candy,train,046_010_003
1000,Patience,train,040_008_003
1001,Spaghetti,train,048_010_003
1002,Patience,train,040_002_002
1003,Water,train,022_010_002
1004,Photo,train,032_010_003
1005,Map,train,034_007_005
1006,Country,train,026_002_002
1007,Trap,train,043_002_003
1008,Food,train,023_001_003
1009,Deaf,train,042_002_001
1010,Country,train,026_006_002
1011,Red2,train,008_009_005
1012,Spaghetti,train,048_002_005
1013,Man,train,012_010_003
1014,Chewing-gum,train,047_004_002
1015,Give,train,063_010_004
1016,Where,train,028_004_004
1017,Hungry,train,033_002_002
1018,Women,train,009_008_005
1019,Barbecue,train,045_008_001
1020,To land,train,054_010_002
1021,Thanks,train,051_004_004
1022,Buy,train,059_009_004
1023,Name,train,039_003_004
1024,Copy,train,060_007_003
1025,Women,train,009_001_001
1026,Deaf,train,042_001_005
1027,Find,train,064_005_004
1028,Milk,train,021_005_002
1029,Breakfast,train,031_003_001
1030,Urugauy,train,025_003_005
1031,Away,train,013_010_002
1032,Country,train,026_002_005
1033,Mock,train,029_008_002
1034,Hungry,train,033_009_001
1035,Breakfast,train,031_010_003
1036,Born,train,015_005_004
1037,Buy,train,059_007_004
1038,Appear,train,053_002_004
1039,Deaf,train,042_003_005
1040,Drawer,train,014_006_003
1041,Name,train,039_001_005
1042,Sweet milk,train,020_007_002
1043,Thanks,train,051_009_002
1044,Trap,train,043_004_003
1045,Photo,train,032_005_005
1046,Shut down,train,052_005_004
1047,Born,train,015_009_004
1048,Call,train,017_007_003
1049,Son,train,011_001_001
1050,Red,train,002_003_001
1051,Yogurt,train,049_001_002
1052,Light-blue,train,006_001_003
1053,Green,train,003_010_001
1054,Copy,train,060_001_001
1055,Mock,train,029_010_005
1056,Buy,train,059_005_001
1057,Red2,train,008_001_005
1058,Ship,train,037_010_003
1059,Man,train,012_004_005
1060,Music,train,036_009_004
1061,Perfume,train,041_005_002
1062,Argentina,train,024_003_004
1063,Spaghetti,train,048_003_002
1064,Patience,train,040_001_004
1065,Run,train,061_002_003
1066,Copy,train,060_010_001
1067,Trap,train,043_010_005
1068,Where,train,028_002_004
1069,Green,train,003_008_003
1070,Thanks,train,051_003_003
1071,Breakfast,train,031_009_001
1072,Red,train,002_002_004
1073,Perfume,train,041_004_004
1074,Urugauy,train,025_001_001
1075,Perfume,train,041_005_003
1076,Women,train,009_003_003
1077,Thanks,train,051_003_005
1078,Breakfast,train,031_004_004
1079,Candy,train,046_007_004
1080,Green,train,003_002_001
1081,Urugauy,train,025_009_002
1082,Enemy,train,010_005_004
1083,Dance,train,057_003_004
1084,Appear,train,053_010_003
1085,Dance,train,057_002_003
1086,Spaghetti,train,048_008_004
1087,Where,train,028_005_001
1088,Music,train,036_006_002
1089,Help,train,056_010_005
1090,Patience,train,040_001_003
1091,Food,train,023_003_002
1092,Map,train,034_005_003
1093,Candy,train,046_006_001
1094,Water,train,022_002_001
1095,Green,train,003_008_005
1096,Water,train,022_008_001
1097,Trap,train,043_005_004
1098,Red2,train,008_006_003
1099,Buy,train,059_003_001
1100,Where,train,028_010_003
1101,Bathe,train,058_008_002
1102,Call,train,017_001_004
1103,Where,train,028_008_001
1104,Copy,train,060_003_004
1105,Born,train,015_003_003
1106,Man,train,012_008_005
1107,Shut down,train,052_003_005
1108,Sweet milk,train,020_010_003
1110,Where,train,028_007_004
1111,Barbecue,train,045_005_001
1112,Learn,train,016_009_003
1113,Call,train,017_008_002
1114,Accept,train,050_008_005
1115,Enemy,train,010_009_001
1116,Deaf,train,042_007_003
1117,Help,train,056_010_002
1118,Patience,train,040_002_003
1119,Buy,train,059_002_001
1120,Yellow,train,004_008_005
1121,Red,train,002_009_005
1122,Skimmer,train,018_010_004
1123,Skimmer,train,018_003_002
1124,Born,train,015_008_002
1125,Mock,train,029_010_004
1126,Red2,train,008_002_001
1127,Appear,train,053_005_004
1128,Accept,train,050_007_002
1129,Photo,train,032_004_003
1130,Milk,train,021_009_005
1131,Breakfast,train,031_001_001
1132,Argentina,train,024_006_005
1133,Ship,train,037_001_004
1134,Opaque,train,001_008_001
1135,Sweet milk,train,020_003_004
1136,Shut down,train,052_001_001
1137,Water,train,022_006_004
1138,Name,train,039_005_001
1139,Map,train,034_006_002
1140,Run,train,061_003_003
1141,Bright,train,005_006_001
1142,Realize,train,062_010_001
1143,Sweet milk,train,020_007_004
1144,Dance,train,057_007_001
1145,Colors,train,007_008_002
1146,Urugauy,train,025_009_003
1147,Bitter,train,019_006_004
1148,Born,train,015_008_004
1149,Green,train,003_004_003
1150,Mock,train,029_005_005
1151,Learn,train,016_009_005
1152,Last name,train,027_006_002
1153,Mock,train,029_002_005
1154,Thanks,train,051_002_002
1155,Away,train,013_010_001
1156,Copy,train,060_002_002
1157,Urugauy,train,025_002_001
1158,Water,train,022_006_003
1160,Barbecue,train,045_001_004
1161,Mock,train,029_008_001
1162,Country,train,026_001_005
1163,Chewing-gum,train,047_005_001
1164,Learn,train,016_002_004
1165,Thanks,train,051_008_003
1166,Women,train,009_004_003
1167,Shut down,train,052_007_004
1168,To land,train,054_009_004
1169,Music,train,036_010_003
1170,Yogurt,train,049_010_004
1171,Run,train,061_005_003
1172,Coin,train,035_004_005
1173,Appear,train,053_009_003
1174,Bathe,train,058_006_003
1175,Coin,train,035_002_004
1176,Catch,train,055_005_005
1177,Deaf,train,042_008_003
1178,Water,train,022_006_002
1179,Bathe,train,058_001_001
1180,Bright,train,005_001_001
1181,Find,train,064_006_004
1182,Last name,train,027_002_004
1183,Music,train,036_009_005
1184,Realize,train,062_009_005
1185,Bitter,train,019_001_005
1186,Run,train,061_010_001
1187,Trap,train,043_008_002
1188,Red,train,002_008_004
1189,Name,train,039_009_005
1190,Copy,train,060_004_002
1191,Birthday,train,030_008_002
1192,Name,train,039_004_003
1193,Son,train,011_005_005
1194,Rice,train,044_006_001
1195,Food,train,023_003_003
1196,Realize,train,062_001_003
1197,Water,train,022_003_001
1198,Drawer,train,014_008_004
1199,Urugauy,train,025_005_003
1200,Sweet milk,train,020_001_001
1201,Red,train,002_001_005
1202,Son,train,011_003_001
1203,Map,train,034_008_002
1204,Argentina,train,024_004_001
1205,Food,train,023_002_002
1206,Photo,train,032_007_002
1207,To land,train,054_001_003
1208,Red,train,002_004_005
1209,Give,train,063_003_001
1210,Find,train,064_005_003
1211,Find,train,064_002_002
1212,Ship,train,037_009_003
1213,Call,train,017_009_001
1214,Candy,train,046_005_001
1215,Rice,train,044_006_004
1216,Where,train,028_010_002
1217,Bathe,train,058_003_005
1218,Mock,train,029_004_002
1219,Spaghetti,train,048_004_005
1220,Light-blue,train,006_003_001
1221,Bright,train,005_010_001
1222,Name,train,039_009_001
1223,Away,train,013_002_004
1225,Run,train,061_009_003
1226,Yellow,train,004_002_005
1227,Man,train,012_008_001
1228,Buy,train,059_005_002
1229,Away,train,013_005_004
1230,Water,train,022_010_001
1231,Light-blue,train,006_005_002
1232,To land,train,054_009_003
1233,Skimmer,train,018_001_003
1234,Yogurt,train,049_002_003
1235,Light-blue,train,006_009_002
1236,Green,train,003_004_001
1237,Argentina,train,024_010_001
1239,Ship,train,037_005_005
1240,Food,train,023_003_004
1241,Skimmer,train,018_010_002
1242,Where,train,028_001_002
1243,Perfume,train,041_005_005
1244,Help,train,056_009_002
1245,Argentina,train,024_002_001
1246,Son,train,011_006_003
1247,Dance,train,057_003_003
1248,Spaghetti,train,048_001_001
1249,Red2,train,008_003_003
1250,Enemy,train,010_006_002
1251,Accept,train,050_010_004
1252,Help,train,056_004_004
1253,Chewing-gum,train,047_005_002
1254,Barbecue,train,045_010_002
1255,Buy,train,059_010_001
1256,Run,train,061_007_003
1257,Urugauy,train,025_010_002
1258,Last name,train,027_010_003
1259,Where,train,028_007_003
1260,Milk,train,021_009_001
1261,Patience,train,040_001_002
1262,Run,train,061_010_003
1263,Drawer,train,014_002_003
1264,Photo,train,032_008_004
1265,Call,train,017_009_004
1266,Born,train,015_002_005
1267,Catch,train,055_010_003
1268,Ship,train,037_003_003
1269,Catch,train,055_004_003
1270,Country,train,026_008_005
1271,Man,train,012_001_003
1272,Bitter,train,019_007_004
1273,Argentina,train,024_009_001
1274,Skimmer,train,018_010_005
1277,Light-blue,train,006_003_002
1278,Call,train,017_001_003
1279,Patience,train,040_005_001
1281,Map,train,034_007_002
1282,Skimmer,train,018_007_002
1283,Born,train,015_006_001
1284,Name,train,039_001_004
1285,Yellow,train,004_009_003
1286,Away,train,013_009_004
1287,Accept,train,050_001_002
1288,Skimmer,train,018_002_002
1289,Shut down,train,052_010_001
1290,Urugauy,train,025_005_004
1291,Skimmer,train,018_002_003
1292,Coin,train,035_001_001
1293,Accept,train,050_010_002
1294,Son,train,011_008_005
1295,Chewing-gum,train,047_007_005
1296,Perfume,train,041_008_003
1297,Light-blue,train,006_007_005
1298,Away,train,013_010_005
1299,Coin,train,035_005_001
1300,Map,train,034_002_005
1301,Hungry,train,033_007_003
1302,Last name,train,027_003_001
1303,Son,train,011_008_003
1304,Learn,train,016_005_003
1305,Perfume,train,041_006_004
1306,Women,train,009_004_004
1307,Dance,train,057_008_001
1308,Yogurt,train,049_008_004
1309,Man,train,012_007_003
1310,Last name,train,027_005_004
1311,Run,train,061_004_005
1312,Trap,train,043_010_004
1313,Last name,train,027_004_005
1314,Away,train,013_004_001
1315,Barbecue,train,045_003_005
1316,Enemy,train,010_001_003
1317,Run,train,061_007_004
1318,Ship,train,037_007_005
1319,Accept,train,050_009_005
1320,Red2,train,008_008_002
1321,Ship,train,037_006_001
1322,Deaf,train,042_001_003
1323,Light-blue,train,006_008_005
1324,Name,train,039_004_005
1325,Hungry,train,033_001_001
1326,Photo,train,032_005_001
1327,Music,train,036_005_004
1328,Birthday,train,030_003_001
1329,Bright,train,005_004_002
1330,Country,train,026_010_001
1331,Run,train,061_001_001
1332,Name,train,039_003_003
1333,Appear,train,053_010_002
1334,Drawer,train,014_003_003
1335,Colors,train,007_003_005
1336,Chewing-gum,train,047_003_001
1337,Skimmer,train,018_002_001
1338,Trap,train,043_004_001
1339,Drawer,train,014_009_001
1340,Run,train,061_004_004
1341,Perfume,train,041_005_004
1342,Urugauy,train,025_006_003
1343,Green,train,003_006_002
1344,Music,train,036_006_005
1345,Drawer,train,014_005_005
1346,Mock,train,029_006_005
1347,Yogurt,train,049_009_005
1348,Birthday,train,030_005_002
1349,Urugauy,train,025_008_003
1350,Patience,train,040_005_004
1351,Bright,train,005_010_002
1352,Candy,train,046_009_001
1353,Ship,train,037_008_004
1354,Give,train,063_008_003
1355,Drawer,train,014_008_001
1356,Find,train,064_004_001
1357,Yogurt,train,049_002_004
1358,Yogurt,train,049_007_003
1359,Drawer,train,014_009_003
1360,Chewing-gum,train,047_007_003
1361,Ship,train,037_010_002
1362,Last name,train,027_005_005
1363,Music,train,036_008_004
1364,Call,train,017_007_001
1365,Coin,train,035_007_004
1366,Where,train,028_006_004
1367,Realize,train,062_003_005
1368,Ship,train,037_010_001
1369,Milk,train,021_001_004
1370,Yogurt,train,049_004_004
1371,Copy,train,060_006_004
1372,Mock,train,029_003_004
1373,Trap,train,043_010_002
1374,Accept,train,050_007_005
1375,Learn,train,016_006_003
1376,Call,train,017_006_002
1377,Deaf,train,042_006_004
1378,Argentina,train,024_002_002
1379,Milk,train,021_007_003
1380,Music,train,036_007_004
1381,Copy,train,060_007_002
1382,Enemy,train,010_003_004
1383,Last name,train,027_009_003
1384,Name,train,039_006_004
1385,Ship,train,037_002_002
1386,Last name,train,027_008_004
1387,Yogurt,train,049_001_001
1388,Run,train,061_001_002
1389,Bathe,train,058_006_002
1390,Chewing-gum,train,047_004_005
1391,Run,train,061_009_002
1392,Born,train,015_003_005
1393,Drawer,train,014_007_001
1394,Enemy,train,010_004_003
1395,Enemy,train,010_007_002
1396,Last name,train,027_008_002
1397,Man,train,012_004_003
1398,Bitter,train,019_007_001
1399,Bathe,train,058_010_001
1400,Give,train,063_005_004
1401,Argentina,train,024_008_002
1402,Appear,train,053_001_003
1403,Light-blue,train,006_002_004
1404,Bright,train,005_009_004
1405,Argentina,train,024_003_001
1406,Give,train,063_004_003
1407,Shut down,train,052_007_005
1408,Ship,train,037_008_003
1409,Barbecue,train,045_004_004
1410,Son,train,011_009_001
1411,Find,train,064_004_003
1412,Candy,train,046_004_003
1413,Where,train,028_005_005
1414,Learn,train,016_007_003
1415,Where,train,028_010_004
1416,Birthday,train,030_007_003
1417,Thanks,train,051_002_003
1418,Shut down,train,052_004_001
1419,Opaque,train,001_006_003
1420,Learn,train,016_004_004
1421,Milk,train,021_004_001
1422,Coin,train,035_006_004
1423,Opaque,train,001_001_003
1424,Name,train,039_002_005
1425,Barbecue,train,045_008_003
1426,Red2,train,008_002_004
1427,Photo,train,032_007_001
1428,Yellow,train,004_002_002
1429,Enemy,train,010_005_003
1430,Drawer,train,014_004_002
1431,Give,train,063_001_004
1432,Photo,train,032_010_001
1433,Women,train,009_004_001
1434,Hungry,train,033_007_001
1435,Accept,train,050_008_004
1436,Realize,train,062_006_004
1437,Bitter,train,019_001_001
1438,Thanks,train,051_005_003
1439,Perfume,train,041_001_001
1440,Hungry,train,033_004_001
1441,Chewing-gum,train,047_010_004
1442,Buy,train,059_009_002
1443,Breakfast,train,031_004_005
1444,Chewing-gum,train,047_004_004
1445,Women,train,009_005_003
1446,Find,train,064_002_004
1447,Catch,train,055_002_001
1448,Call,train,017_001_002
1449,Buy,train,059_006_005
1450,Name,train,039_009_002
1451,Chewing-gum,train,047_001_001
1452,Barbecue,train,045_005_005
1453,Skimmer,train,018_005_003
1454,Run,train,061_007_001
1455,Country,train,026_007_001
1456,Red,train,002_009_003
1457,Call,train,017_010_001
1458,Opaque,train,001_001_004
1459,Born,train,015_004_002
1460,Sweet milk,train,020_003_002
1461,Bitter,train,019_007_003
1462,Shut down,train,052_006_002
1463,Buy,train,059_008_003
1464,Perfume,train,041_001_005
1465,Breakfast,train,031_009_003
1466,Rice,train,044_007_003
1467,Sweet milk,train,020_006_005
1468,Where,train,028_001_003
1469,Red,train,002_002_005
1470,Bright,train,005_004_001
1471,Skimmer,train,018_002_004
1472,Food,train,023_006_005
1473,Learn,train,016_004_003
1474,Son,train,011_010_005
1475,Learn,train,016_010_005
1476,Yellow,train,004_008_004
1477,Name,train,039_004_002
1478,Help,train,056_001_005
1479,Music,train,036_010_004
1480,Dance,train,057_010_003
1481,Enemy,train,010_002_003
1482,Map,train,034_003_002
1483,Photo,train,032_010_005
1484,Deaf,train,042_006_001
1485,Trap,train,043_008_001
1486,Name,train,039_010_003
1487,Help,train,056_005_002
1488,Map,train,034_003_005
1489,Give,train,063_002_002
1490,Thanks,train,051_004_002
1491,To land,train,054_003_003
1492,Chewing-gum,train,047_009_003
1493,Red2,train,008_005_005
1494,Bitter,train,019_009_002
1495,Born,train,015_010_001
1496,Candy,train,046_007_005
1497,Catch,train,055_009_003
1498,Hungry,train,033_001_003
1499,Dance,train,057_002_001
1500,Green,train,003_006_004
1501,Bathe,train,058_001_005
1502,Photo,train,032_003_002
1503,Rice,train,044_008_004
1504,Breakfast,train,031_008_003
1505,Ship,train,037_007_004
1506,Accept,train,050_007_001
1507,Rice,train,044_005_002
1508,Spaghetti,train,048_002_003
1509,Call,train,017_002_004
1510,Opaque,train,001_004_005
1511,Trap,train,043_005_005
1512,Red2,train,008_009_002
1513,Hungry,train,033_006_005
1514,Accept,train,050_004_003
1515,Milk,train,021_010_003
1516,Man,train,012_005_005
1517,Trap,train,043_002_002
1518,Shut down,train,052_003_002
1519,Name,train,039_001_001
1520,Light-blue,train,006_004_002
1521,Thanks,train,051_004_005
1522,Born,train,015_008_003
1523,Green,train,003_009_004
1524,Deaf,train,042_008_001
1525,Name,train,039_003_005
1526,Find,train,064_004_002
1528,Food,train,023_001_005
1529,Patience,train,040_003_005
1530,Deaf,train,042_002_002
1531,Hungry,train,033_008_005
1532,Urugauy,train,025_004_002
1533,Run,train,061_006_005
1534,Rice,train,044_002_001
1535,To land,train,054_007_001
1536,Find,train,064_009_003
1537,Map,train,034_007_003
1538,Perfume,train,041_004_005
1539,Light-blue,train,006_010_003
1540,Breakfast,train,031_001_002
1541,Opaque,train,001_009_001
1542,Perfume,train,041_006_005
1543,Milk,train,021_001_001
1544,Son,train,011_004_005
1545,Rice,train,044_010_004
1546,Enemy,train,010_006_005
1547,Light-blue,train,006_005_003
1548,Bright,train,005_007_005
1549,Barbecue,train,045_007_005
1550,Urugauy,train,025_008_001
1551,Realize,train,062_008_002
1552,Where,train,028_003_005
1553,Rice,train,044_005_005
1554,Green,train,003_004_005
1555,Barbecue,train,045_001_005
1556,Bitter,train,019_010_005
1557,Where,train,028_006_002
1558,Bright,train,005_003_004
1559,Candy,train,046_004_005
1560,Name,train,039_009_004
1561,Run,train,061_008_003
1562,To land,train,054_010_005
1563,Copy,train,060_009_002
1564,Buy,train,059_010_004
1565,Shut down,train,052_008_001
1566,Son,train,011_010_002
1567,Enemy,train,010_004_002
1568,Yellow,train,004_008_001
1569,Birthday,train,030_010_003
1570,Birthday,train,030_006_005
1571,Birthday,train,030_008_001
1572,Trap,train,043_008_003
1573,Run,train,061_006_001
1574,Hungry,train,033_004_004
1575,Man,train,012_007_005
1576,Map,train,034_004_001
1577,Map,train,034_001_001
1578,Dance,train,057_007_004
1579,Man,train,012_010_002
1580,Enemy,train,010_006_004
1581,Food,train,023_010_003
1582,Dance,train,057_006_001
1583,Ship,train,037_006_004
1584,Mock,train,029_001_004
1585,Opaque,train,001_003_005
1586,Birthday,train,030_001_003
1587,Born,train,015_005_001
1588,Coin,train,035_009_001
1589,Realize,train,062_008_004
1590,Music,train,036_004_003
1591,Candy,train,046_005_004
1592,Light-blue,train,006_005_001
1593,Thanks,train,051_006_003
1594,Yogurt,train,049_006_004
1595,Appear,train,053_007_004
1596,Copy,train,060_001_004
1597,Women,train,009_007_001
1598,Catch,train,055_007_002
1599,Skimmer,train,018_009_004
1600,Rice,train,044_010_002
1601,Name,train,039_010_004
1602,Drawer,train,014_002_004
1603,Realize,train,062_008_003
1604,Milk,train,021_002_003
1605,Give,train,063_002_005
1606,Yellow,train,004_009_005
1607,Spaghetti,train,048_001_005
1608,Bright,train,005_009_001
1609,Women,train,009_007_003
1610,Birthday,train,030_007_001
1611,Mock,train,029_008_005
1612,To land,train,054_001_002
1613,Call,train,017_007_004
1614,Deaf,train,042_007_002
1615,Son,train,011_002_004
1616,Rice,train,044_009_003
1617,Help,train,056_006_002
1618,Music,train,036_010_005
1619,Deaf,train,042_008_004
1620,Country,train,026_004_002
1621,Yogurt,train,049_007_002
1622,Where,train,028_008_005
1623,Enemy,train,010_008_005
1624,Drawer,train,014_007_003
1625,Bitter,train,019_004_003
1626,Yellow,train,004_010_004
1627,Yellow,train,004_001_005
1628,Man,train,012_002_005
1629,Drawer,train,014_006_002
1630,Sweet milk,train,020_009_004
1631,Drawer,train,014_008_002
1633,Copy,train,060_008_003
1634,Coin,train,035_007_002
1635,Give,train,063_008_002
1636,Argentina,train,024_004_002
1638,Son,train,011_002_003
1639,Yellow,train,004_007_002
1640,Dance,train,057_004_001
1641,Perfume,train,041_008_002
1642,Give,train,063_006_002
1643,Thanks,train,051_003_004
1644,Away,train,013_005_002
1645,Barbecue,train,045_002_005
1646,Coin,train,035_008_003
1647,Dance,train,057_004_005
1648,Copy,train,060_004_003
1649,Patience,train,040_003_001
1650,Catch,train,055_007_001
1651,Run,train,061_010_004
1652,Last name,train,027_010_002
1653,Spaghetti,train,048_002_001
1654,Where,train,028_010_001
1655,Realize,train,062_009_003
1656,Bathe,train,058_005_003
1657,Ship,train,037_002_005
1658,Name,train,039_007_001
1659,Accept,train,050_008_002
1660,Sweet milk,train,020_009_005
1661,Man,train,012_003_005
1662,Perfume,train,041_006_003
1663,Born,train,015_010_004
1664,Where,train,028_001_004
1665,Red,train,002_006_001
1666,Birthday,train,030_003_003
1667,Find,train,064_002_001
1668,Help,train,056_003_002
1669,Hungry,train,033_005_005
1670,Spaghetti,train,048_005_005
1671,Accept,train,050_010_005
1672,Breakfast,train,031_005_001
1673,Photo,train,032_002_005
1675,Breakfast,train,031_007_005
1676,Accept,train,050_006_005
1677,Country,train,026_009_004
1678,Rice,train,044_002_002
1679,Photo,train,032_009_005
1680,Deaf,train,042_005_004
1681,Sweet milk,train,020_006_004
1682,Buy,train,059_007_003
1683,Opaque,train,001_006_001
1684,Bitter,train,019_006_002
1685,Shut down,train,052_005_003
1686,Copy,train,060_010_005
1687,Away,train,013_006_004
1688,Last name,train,027_004_004
1689,Perfume,train,041_004_003
1690,Red2,train,008_005_004
1691,Chewing-gum,train,047_010_001
1692,Women,train,009_007_002
1693,Green,train,003_003_005
1694,Learn,train,016_007_002
1695,Ship,train,037_003_001
1696,Music,train,036_008_003
1698,Mock,train,029_007_005
1699,Colors,train,007_006_002
1700,Drawer,train,014_010_004
1701,Green,train,003_008_002
1702,Skimmer,train,018_009_001
1703,Give,train,063_006_004
1704,Bright,train,005_001_003
1705,Bright,train,005_003_003
1706,Green,train,003_006_003
1707,Green,train,003_010_003
1708,Buy,train,059_003_003
1709,Man,train,012_009_004
1710,Shut down,train,052_008_005
1711,Name,train,039_006_005
1712,Last name,train,027_010_004
1713,Call,train,017_006_003
1714,Son,train,011_005_002
1715,Water,train,022_008_005
1716,Dance,train,057_009_002
1717,Food,train,023_004_001
1718,Dance,train,057_005_002
1719,Red2,train,008_001_001
1720,Opaque,train,001_002_001
1721,Last name,train,027_002_001
1722,Help,train,056_006_005
1723,Food,train,023_001_004
1724,Drawer,train,014_007_002
1725,Buy,train,059_007_005
1726,Coin,train,035_007_003
1727,Call,train,017_003_005
1728,Urugauy,train,025_005_002
1729,Country,train,026_005_005
1730,Photo,train,032_008_003
1731,Music,train,036_001_005
1732,Red2,train,008_007_003
1733,Patience,train,040_003_002
1734,Spaghetti,train,048_001_002
1735,Dance,train,057_006_003
1736,Sweet milk,train,020_003_005
1737,Water,train,022_007_004
1738,Realize,train,062_004_003
1739,Learn,train,016_003_005
1740,Bright,train,005_002_004
1741,Shut down,train,052_001_002
1742,Deaf,train,042_004_005
1743,Red,train,002_005_005
1744,Yellow,train,004_001_001
1745,Argentina,train,024_003_005
1746,Argentina,train,024_002_003
1747,Light-blue,train,006_009_003
1748,Away,train,013_001_003
1749,Breakfast,train,031_010_004
1750,Red,train,002_004_001
1751,Candy,train,046_010_002
1752,Urugauy,train,025_005_001
1753,Photo,train,032_010_004
1754,Bathe,train,058_001_003
1755,Born,train,015_002_003
1756,Find,train,064_001_002
1757,Map,train,034_003_001
1758,Man,train,012_006_005
1759,Candy,train,046_008_004
1760,Name,train,039_010_002
1761,Shut down,train,052_006_005
1762,Drawer,train,014_006_005
1763,Buy,train,059_002_002
1764,Light-blue,train,006_007_002
1765,Name,train,039_007_002
1766,Barbecue,train,045_003_003
1767,Opaque,train,001_008_003
1768,Find,train,064_004_005
1769,Bitter,train,019_009_004
1770,Yogurt,train,049_008_002
1771,Red,train,002_006_002
1772,Spaghetti,train,048_007_002
1773,Coin,train,035_002_003
1774,Born,train,015_007_005
1775,Green,train,003_004_004
1776,Women,train,009_002_003
1777,Skimmer,train,018_010_001
1778,Bathe,train,058_005_001
1779,Deaf,train,042_004_002
1780,Water,train,022_007_001
1781,Photo,train,032_002_001
1782,Help,train,056_002_001
1783,Patience,train,040_004_003
1784,Shut down,train,052_001_004
1785,Urugauy,train,025_004_001
1786,Women,train,009_002_001
1787,Patience,train,040_006_001
1788,Sweet milk,train,020_007_003
1789,Breakfast,train,031_010_001
1790,Away,train,013_003_004
1791,Enemy,train,010_001_005
1792,Chewing-gum,train,047_005_004
1793,Find,train,064_007_005
1794,Man,train,012_001_001
1795,Photo,train,032_006_002
1796,Help,train,056_005_005
1797,Yellow,train,004_010_003
1798,Copy,train,060_009_001
1799,Yellow,train,004_009_001
1800,Man,train,012_002_001
1801,Help,train,056_009_005
1802,Perfume,train,041_004_001
1804,Son,train,011_002_001
1805,Skimmer,train,018_004_002
1806,Yellow,train,004_006_002
1807,Accept,train,050_007_003
1808,Red,train,002_002_003
1809,Yogurt,train,049_003_005
1810,Rice,train,044_005_004
1811,Copy,train,060_006_002
1812,Bitter,train,019_010_002
1813,Realize,train,062_009_001
1814,Water,train,022_009_005
1815,Where,train,028_004_005
1816,Bathe,train,058_007_005
1817,Find,train,064_006_003
1818,Perfume,train,041_003_001
1819,Colors,train,007_009_002
1820,Copy,train,060_008_004
1821,Give,train,063_009_002
1822,Drawer,train,014_010_003
1823,Yellow,train,004_005_002
1824,Hungry,train,033_006_001
1825,Light-blue,train,006_010_004
1826,Chewing-gum,train,047_008_002
1827,Red2,train,008_004_003
1828,Colors,train,007_002_004
1829,Deaf,train,042_003_004
1830,Last name,train,027_001_005
1831,Bright,train,005_008_003
1832,Birthday,train,030_001_005
1833,Copy,train,060_001_002
1834,Argentina,train,024_010_004
1835,Bathe,train,058_004_003
1836,Away,train,013_004_004
1837,Breakfast,train,031_006_004
1838,Drawer,train,014_004_001
1839,Country,train,026_004_003
1840,Mock,train,029_007_004
1841,Last name,train,027_007_001
1842,Name,train,039_008_002
1843,Yogurt,train,049_006_001
1844,Appear,train,053_007_003
1845,Women,train,009_008_001
1846,Barbecue,train,045_007_004
1847,Bathe,train,058_003_001
1848,Enemy,train,010_007_003
1849,Name,train,039_003_001
1850,Thanks,train,051_009_005
1851,Where,train,028_002_005
1852,Hungry,train,033_008_003
1853,Women,train,009_008_004
1854,Accept,train,050_001_003
1855,Red2,train,008_007_005
1856,Catch,train,055_002_003
1857,Barbecue,train,045_010_005
1858,Breakfast,train,031_004_002
1859,Enemy,train,010_007_004
1860,Map,train,034_006_005
1861,Women,train,009_010_005
1862,Last name,train,027_009_002
1863,Hungry,train,033_003_002
1864,Bathe,train,058_010_005
1865,Opaque,train,001_003_001
1866,Ship,train,037_009_005
1867,Give,train,063_007_003
1868,Opaque,train,001_010_002
1869,Candy,train,046_008_005
1870,Urugauy,train,025_010_003
1871,Bitter,train,019_009_003
1872,Deaf,train,042_006_005
1873,Yogurt,train,049_004_005
1874,Dance,train,057_002_005
1875,Rice,train,044_007_004
1876,Enemy,train,010_009_004
1877,Man,train,012_001_005
1878,Man,train,012_005_004
1879,Colors,train,007_006_004
1880,Accept,train,050_006_001
1881,Photo,train,032_009_001
1882,Milk,train,021_005_003
1883,Coin,train,035_001_002
1884,Call,train,017_003_004
1885,Green,train,003_007_001
1886,Deaf,train,042_009_003
1887,Deaf,train,042_009_001
1888,Away,train,013_005_001
1889,Born,train,015_006_003
1890,Learn,train,016_002_005
1891,Map,train,034_004_003
1892,Dance,train,057_008_004
1893,Name,train,039_003_002
1894,Opaque,train,001_008_002
1895,Away,train,013_010_004
1896,Hungry,train,033_009_003
1898,Colors,train,007_002_005
1899,Away,train,013_007_001
1900,Opaque,train,001_007_002
1901,Urugauy,train,025_002_003
1902,Light-blue,train,006_004_001
1903,Rice,train,044_003_001
1904,Hungry,train,033_004_002
1905,Candy,train,046_006_005
1906,Bitter,train,019_003_001
1907,Son,train,011_001_004
1908,Accept,train,050_005_005
1909,Food,train,023_009_005
1910,Hungry,train,033_008_002
1911,Call,train,017_001_005
1913,Accept,train,050_005_001
1914,Man,train,012_005_001
1915,Learn,train,016_005_004
1916,Urugauy,train,025_001_003
1917,Catch,train,055_005_003
1918,Perfume,train,041_004_002
1919,Bathe,train,058_010_004
1920,Argentina,train,024_009_004
1921,Yogurt,train,049_003_002
1922,Run,train,061_002_001
1923,Bathe,train,058_008_001
1924,Rice,train,044_010_005
1925,Learn,train,016_007_001
1926,Where,train,028_008_004
